0,13206,186268,0.9
0,13308,198664,0.9
0,13293,173567,0.9
0,13863,167672,0.91
0,13281,170452,0.91
0,13318,170545,0.91
0,13502,166619,0.92
0,13181,172230,0.92
0,13129,174862,0.92
0,13312,162803,0.93
0,12735,161698,0.93
0,12794,157700,0.93
0,13302,169786,0.94
0,12759,177564,0.94
0,12844,157940,0.94
0,13266,168825,0.95
0,12510,178348,0.95
0,12387,183751,0.95
0,13258,172860,0.96
0,12434,172830,0.96
0,12495,172678,0.96
0,13077,144720,0.97
0,12769,145930,0.97
0,12530,145999,0.97
0,13367,97072,0.98
0,12874,99592,0.98
0,12930,98550,0.98
0,13155,111737,0.99
0,12768,112972,0.99
0,12844,95232,0.99
0,13119,15797,1
0,12654,15797,1
0,12494,15797,1
0,13021,15797,1.01
0,12588,15797,1.01
0,12442,15797,1.01
