0,13286,184107,0.9
0,13835,168815,0.9
0,13494,172310,0.9
0,13326,170144,0.91
0,13243,170623,0.91
0,13288,170498,0.91
0,13219,170007,0.92
0,13500,171709,0.92
0,13336,174890,0.92
0,13291,163780,0.93
0,12439,157632,0.93
0,13104,157771,0.93
0,12713,171019,0.94
0,13053,167420,0.94
0,12891,171144,0.94
0,12721,174557,0.95
0,12364,178328,0.95
0,12844,184550,0.95
0,12917,169726,0.96
0,12699,164744,0.96
0,12845,164898,0.96
0,12720,142961,0.97
0,12741,145119,0.97
0,13024,148567,0.97
0,12718,91452,0.98
0,12680,96823,0.98
0,13133,98936,0.98
0,12962,108920,0.99
0,12425,107138,0.99
0,12835,119212,0.99
0,12628,15797,1
0,12453,15797,1
0,12508,15797,1
0,12641,15797,1.01
0,12545,15797,1.01
0,12486,15797,1.01
