0,14402,186336,0.9
0,13325,198686,0.9
0,13708,173528,0.9
0,13526,167717,0.91
0,12997,170452,0.91
0,13138,170543,0.91
0,13415,166575,0.92
0,13241,172229,0.92
0,13543,174863,0.92
0,13294,162803,0.93
0,12698,161712,0.93
0,12506,157691,0.93
0,13381,169834,0.94
0,12603,177491,0.94
0,12709,157940,0.94
0,13599,168824,0.95
0,12643,178344,0.95
0,12785,183749,0.95
0,13471,172860,0.96
0,12841,172830,0.96
0,12824,172507,0.96
0,13270,144720,0.97
0,12759,145947,0.97
0,13283,145999,0.97
0,13182,97072,0.98
0,13124,99820,0.98
0,12394,101024,0.98
0,13821,111737,0.99
0,12649,113207,0.99
0,12610,117002,0.99
0,13168,15797,1
0,12513,15797,1
0,12804,15797,1
0,13361,15797,1.01
0,12527,15797,1.01
0,12384,15797,1.01
