0,12955,184108,0.9
0,13364,168787,0.9
0,13603,172415,0.9
0,13425,170147,0.91
0,13154,170591,0.91
0,13392,170590,0.91
0,13421,170011,0.92
0,13274,171685,0.92
0,13190,174881,0.92
0,13122,163782,0.93
0,12903,157632,0.93
0,12467,157785,0.93
0,12360,171014,0.94
0,12040,157831,0.94
0,12084,158094,0.94
0,11961,174553,0.95
0,12021,178325,0.95
0,12173,184551,0.95
0,12225,169730,0.96
0,12139,164744,0.96
0,11992,173898,0.96
0,12212,143107,0.97
0,12251,145099,0.97
0,12155,148567,0.97
0,12144,91452,0.98
0,11820,96822,0.98
0,12234,103417,0.98
0,12155,108920,0.99
0,12030,90052,0.99
0,12094,97127,0.99
0,12020,15797,1
0,12064,15797,1
0,11957,15797,1
0,12168,15797,1.01
0,11954,15797,1.01
0,12011,15797,1.01
