1.5e+006,52353
1.5e+006,54481
1.5e+006,52238
1.26e+006,84516
1.26e+006,76693
1.26e+006,76218
1.04e+006,66408
1.04e+006,61436
1.04e+006,59584
840000,68059
840000,67714
840000,67587
660000,79722
660000,80928
660000,80406
500000,66788
500000,66059
500000,65905
360000,80932
360000,79699
360000,55060
240000,86709
240000,74554
240000,74993
140000,128873
140000,87881
140000,86010
60000,149364
60000,144132
60000,149766
