1.5e+006,52281
1.5e+006,52969
1.5e+006,52381
1.26e+006,86637
1.26e+006,79256
1.26e+006,75897
1.04e+006,64288
1.04e+006,57297
1.04e+006,59183
840000,65857
840000,66857
840000,66360
660000,79338
660000,82517
660000,82214
500000,68321
500000,67621
500000,66194
360000,79447
360000,79861
360000,55888
240000,86461
240000,74886
240000,75180
140000,119821
140000,83756
140000,84809
60000,143926
60000,151307
60000,151525
