0,13487,475157,0
0,13543,475954,0
0,14574,475146,0
0,13189,474341,0.1
0,13611,475355,0.1
0,13808,474813,0.1
0,13416,403296,0.2
0,13154,404302,0.2
0,13602,403427,0.2
0,13911,382760,0.3
0,12919,383971,0.3
0,12873,383068,0.3
0,12715,335497,0.4
0,13108,338224,0.4
0,13086,338131,0.4
0,12772,277620,0.5
0,12493,278263,0.5
0,13049,278692,0.5
0,12841,257360,0.6
0,12509,258886,0.6
0,12773,258409,0.6
0,12684,187630,0.7
0,12600,188544,0.7
0,12566,188935,0.7
0,12786,140732,0.8
0,12630,141673,0.8
0,12711,141623,0.8
0,12851,168779,0.9
0,13060,169584,0.9
0,12801,170117,0.9
0,12419,9015,1
0,12484,9015,1
0,13303,9015,1
