0,13936,482436,0
0,14187,476221,0
0,13584,475786,0
0,13776,481005,0.1
0,13550,475572,0.1
0,13675,475438,0.1
0,13476,405400,0.2
0,13041,404517,0.2
0,13152,404203,0.2
0,13408,383736,0.3
0,12908,383877,0.3
0,12823,383792,0.3
0,13533,336303,0.4
0,12847,338678,0.4
0,13192,338102,0.4
0,13381,302435,0.5
0,13012,277716,0.5
0,12492,277913,0.5
0,13331,259223,0.6
0,12722,258807,0.6
0,12720,258745,0.6
0,13669,188542,0.7
0,12860,188558,0.7
0,12706,188703,0.7
0,13372,141369,0.8
0,13079,141556,0.8
0,12802,141650,0.8
0,13588,169753,0.9
0,12811,170451,0.9
0,13055,171161,0.9
0,13017,9015,1
0,12742,9015,1
0,12486,9015,1
