0,13644,475140,0
0,13515,475878,0
0,14535,475632,0
0,13820,474331,0.1
0,13458,475252,0.1
0,13603,475184,0.1
0,13095,403376,0.2
0,14025,404314,0.2
0,13577,403584,0.2
0,13293,382841,0.3
0,13195,383987,0.3
0,12893,383371,0.3
0,12319,335572,0.4
0,12205,338247,0.4
0,12086,338364,0.4
0,12157,277639,0.5
0,12154,278349,0.5
0,12257,278916,0.5
0,12384,257170,0.6
0,12254,258856,0.6
0,11988,258658,0.6
0,12084,187709,0.7
0,12910,188479,0.7
0,11963,189233,0.7
0,12537,140737,0.8
0,12345,141539,0.8
0,12227,141299,0.8
0,12435,168767,0.9
0,12431,170552,0.9
0,12422,171051,0.9
0,11947,9015,1
0,12052,9015,1
0,11647,9015,1
