0,13974,482423,0
0,13770,476267,0
0,13643,475841,0
0,13787,480969,0.1
0,13537,475629,0.1
0,13644,475377,0.1
0,13535,405342,0.2
0,13376,404390,0.2
0,13441,403880,0.2
0,13549,383678,0.3
0,12889,383803,0.3
0,12550,383548,0.3
0,13148,336256,0.4
0,12756,338594,0.4
0,12547,337615,0.4
0,13473,302394,0.5
0,12461,277388,0.5
0,12913,277813,0.5
0,13064,259198,0.6
0,13685,258913,0.6
0,12774,258695,0.6
0,13333,188513,0.7
0,12559,188553,0.7
0,12773,188652,0.7
0,13561,141352,0.8
0,12534,141598,0.8
0,12797,141592,0.8
0,13396,169753,0.9
0,12520,170478,0.9
0,12594,171201,0.9
0,13375,9015,1
0,12595,9015,1
0,12777,9015,1
