0,191,6
50,4300,30330
100,15095,34306
150,29626,34306
200,43950,34306
250,56288,34306
300,66044,34306
350,72287,34306
400,72883,34306
450,75699,34306
500,74162,34306
0,185,3274
50,3349,22620
100,11431,24937
150,27715,26927
200,42708,28937
250,53170,28937
300,62061,28937
350,66623,28937
400,69487,28937
450,70205,28937
500,69795,28937
